,number,name_en,name_en_lowercase,dex_en,name_de,name_de_lowercase,dex_de,name_fr,name_fr_lowercase,dex_fr,name_it,name_it_lowercase,dex_it,name_es,name_es_lowercase,dex_es,catchrate,atk,def,hp,spd,type1,type2,legendary,mythical
515,515,Panpour,panpour,"The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.",Sodamak,sodamak,"Das Wasser, das es im Büschel auf seinem Kopf sammelt, ist äußerst nahrhaft und verhilft Pflanzen zu großem Wachstum.",Flotajou,flotajou,"L’eau contenue dans la mèche sur sa tête est pleine de nutriments. Elle fait pousser les plantes avec vigueur.",Panpour,panpour,"L’acqua accumulata nel ciuffo è ricca di nutrimento e fa crescere rigogliose le piante che ne vengono annaffiate.",Panpour,panpour,"La acuosidad que acumula en su mata de pelo es rica en nutrientes, ideal para regar plantas y que crezcan mucho.",190,266,256,270,288,Water,,0,0
516,516,Simipour,simipour,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",Sodachita,sodachita,"Hält sich bevorzugt in reinen Gewässern auf. Geht ihm das Wasser in seinem Kopf aus, tankt es mit seinem Schweif nach.",Flotoutan,flotoutan,"Il aime les endroits où l’eau est pure. Il se ravitaille en eau en l’aspirant avec sa queue.",Simipour,simipour,"Predilige i luoghi dove l’acqua è pura. Se l’acqua che ha sul capo diminuisce, ne aggiunge altra aspirandola con la coda.",Simipour,simipour,"Le encantan los lugares con agua limpia. Cuando desciende el nivel de agua de su pelo, se abastece a través de su cola.",75,356,286,320,362,Water,,0,0
517,517,Munna,munna,"It eats dreams and releases mist. The mist is pink when it’s eating a good dream, and black when it’s eating a nightmare.",Somniam,somniam,"Während es Träume frisst, stößt es Dunst aus. Bei fröhlichen Träumen ist dieser rosafarben, bei Alpträumen schwärzlich.",Munna,munna,"Il se nourrit de songes et expire de la fumée qui prend la couleur rose si le rêve est joyeux, ou noire s’il s’agit d’un cauchemar.",Munna,munna,"Si nutre di sogni. Esala un fumo rosa se sono sogni piacevoli e nero se sono incubi.",Munna,munna,"El humo que despide cambia de color en función del sueño que haya consumido. Si es alegre, será rosa, o negruzco en el caso de una pesadilla.",190,252,260,322,208,Psychic,,0,0
518,518,Musharna,musharna,"It drowses and dreams all the time. It’s best to leave it be if it’s just woken up, as it’s a terrible grump when freshly roused from sleep.",Somnivora,somnivora,"Es schlummert und träumt immerzu. Wenn es geweckt wird, bekommt es schlechte Laune. Deshalb sollte man es lieber in Ruhe lassen.",Mushana,mushana,"Il est sans cesse assoupi, plongé dans ses rêves. Il vaut mieux éviter de le déranger, car il est toujours mal luné au réveil.",Musharna,musharna,"Sonnecchia costantemente, sognando. Quando si sveglia è di pessimo umore, quindi è meglio tenersi a debita distanza.",Musharna,musharna,"Siempre está soñando o adormecido. Se pone de muy mal humor al despertar, por lo que es mejor no perturbarlo.",75,322,340,402,218,Psychic,,0,0
519,519,Pidove,pidove,"It’s forgetful and not very bright, but many Trainers love it anyway for its friendliness and sincerity.",Dusselgurr,dusselgurr,"Sie sind vergesslich und nicht besonders clever, aber da sie sehr zutraulich und fleißig sind, haben viele Trainer sie ins Herz geschlossen.",Poichigeon,poichigeon,"Il n’est pas très malin et un peu distrait, mais beaucoup de Dresseurs l’apprécient pour son caractère affectueux et sa bonne volonté.",Pidove,pidove,"È un po’ smemorato e non molto sveglio. Tuttavia è diligente e si affeziona facilmente, e per questo molti Allenatori lo adorano.",Pidove,pidove,"Es muy olvidadizo y no demasiado avispado, pero muchos Entrenadores le tienen simpatía por su carácter afable y sincero.",255,251,240,270,246,Normal,Flying,0,0
520,520,Tranquill,tranquill,"These bright Pokémon have acute memories. Apparently delivery workers often choose them as their partners.",Navitaub,navitaub,"Es ist clever und hat ein gutes Gedächtnis. Anscheinend wird es von vielen Lieferanten als Partner ausgewählt.",Colombeau,colombeau,"Il est intelligent et possède une bonne mémoire. On raconte que les livreurs le choisissent souvent comme partenaire.",Tranquill,tranquill,"Pokémon intelligente, dotato di una memoria di ferro. Sembra che molti fattorini lo scelgano come compagno.",Tranquill,tranquill,"Posee una mente ágil y muy buena memoria. Tal vez por eso muchos repartidores lo eligen como compañero.",120,287,264,294,290,Normal,Flying,0,0
521,521,Unfezant,unfezant,"This Pokémon is intelligent and intensely proud. People will sit up and take notice if you become the Trainer of one.",Fasasnob,fasasnob,"Es ist schlau, aber auch sehr stolz. Seine Trainer genießen daher generell großen Respekt.",Déflaisan,déflaisan,"Ce Pokémon est aussi intelligent qu’il est arrogant. Les Dresseurs de Déflaisan sont tenus en haute estime.",Unfezant,unfezant,"È tanto intelligente quanto orgoglioso. Diventare Allenatori di questo Pokémon equivale a guadagnarsi il rispetto e l’ammirazione di tutti.",Unfezant,unfezant,"Es un Pokémon muy inteligente y orgulloso. Se tiene en alta estima a aquellos que se convierten en sus Entrenadores.",45,340,295,330,346,Normal,Flying,0,0
522,522,Blitzle,blitzle,"Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.",Elezeba,elezeba,"Um mit Artgenossen zu kommunizieren, nutzt es das Aufblitzen seiner Mähne beim Entladen von Strom als Morsecode.",Zébibron,zébibron,"Sa crinière luit quand il lâche des décharges. Il module leur rythme et leur nombre pour communiquer avec ses pairs.",Blitzle,blitzle,"Se emette scariche la sua criniera brilla. Comunica con i suoi simili tramite il ritmo e la frequenza delle pulsazioni luminose.",Blitzle,blitzle,"Su crin brilla cuando emite una descarga eléctrica. Se comunica con los suyos mediante el ritmo y el número de brillos.",190,270,224,260,312,Electric,,0,0
523,523,Zebstrika,zebstrika,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",Zebritz,zebritz,"Es ist explosiv wie ein Blitz. Galoppiert es mit voller Geschwindigkeit drauflos, kann man Donnerhall vernehmen.",Zéblitz,zéblitz,"Il réagit à la vitesse de l’éclair. Lorsqu’il est en plein galop, on peut entendre le grondement du tonnerre.",Zebstrika,zebstrika,"È scattante come una saetta. Se corre alla massima velocità, si sente un rimbombo di tuoni.",Zebstrika,zebstrika,"Su velocidad se asemeja a la de un rayo. Si corre al máximo, se dejan oír truenos por doquier.",75,340,286,320,392,Electric,,0,0
524,524,Roggenrola,roggenrola,"When it detects a noise, it starts to move. The energy core inside it makes this Pokémon slightly warm to the touch.",Kiesling,kiesling,"Es bewegt sich stets auf Geräuschquellen zu. Dank seines Energiekerns fühlt es sich immer leicht warm an, wenn man es berührt.",Nodulithe,nodulithe,"Il se déplace en réagissant aux sons environnants. Son noyau d’énergie rend son corps légèrement chaud au toucher.",Roggenrola,roggenrola,"Si muove reagendo ai rumori. È tiepido al tatto per via del nucleo di energia al suo interno.",Roggenrola,roggenrola,"Se dirige hacia cualquier sonido que perciba. Es ligeramente cálido al tacto, debido al efecto de su núcleo energético.",255,260,270,280,190,Rock,,0,0
525,525,Boldore,boldore,"It relies on sound in order to monitor what’s in its vicinity. When angered, it will attack without ever changing the direction it’s facing.",Sedimantur,sedimantur,"Es nimmt die Umgebung über akustische Reize wahr. Ärgerliche Störenfriede kann es verfolgen, ohne sich ihnen zuwenden zu müssen.",Géolithe,géolithe,"Il sonde les environs grâce au son. Lorsqu’un importun le met en colère, il se lance à sa poursuite sans changer l’orientation de son corps.",Boldore,boldore,"Perlustra la zona intorno a sé servendosi dei rumori. Se irritato, insegue chi lo ha importunato senza cambiare orientamento del corpo.",Boldore,boldore,"Se vale del sonido para percibir el entorno. Si alguien despierta su ira, lo perseguirá sin cambiar la orientación del cuerpo.",120,315,305,310,200,Rock,,0,0
526,526,Gigalith,gigalith,"Although its energy blasts can blow away a dump truck, they have a limitation— they can only be fired when the sun is out.",Brockoloss,brockoloss,"Seine Energiekugeln können einen Lastwagen durch die Luft schleudern. Diese kann es aber nur bei schönem Wetter abfeuern.",Gigalithe,gigalithe,"Il est capable d’envoyer des boules d’énergie assez puissantes pour balayer un camion-benne, mais il ne peut tirer que les jours ensoleillés.",Gigalith,gigalith,"La potenza delle sue sfere di energia è tale da spazzare via un camion. Tuttavia, può spararle solo nei giorni di sole.",Gigalith,gigalith,"Las bolas de energía que lanza solo en días soleados son tan potentes que pueden hacer saltar un camión por los aires.",45,355,370,340,210,Rock,,0,0
527,527,Woobat,woobat,"It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.",Fleknoil,fleknoil,"Es fliegt umher und sendet Ultraschallwellen aus, um Käfer-Pokémon aufzuspüren, welche ihm als Nahrung dienen.",Chovsourir,chovsourir,"Il virevolte gaiement et émet des ultrasons pour trouver des Pokémon Insecte à grignoter.",Woobat,woobat,"Svolazza emettendo ultrasuoni in cerca di Pokémon di tipo Coleottero, di cui si nutre.",Woobat,woobat,"Emite ultrasonidos mientras revolotea en busca de los Pokémon insecto con los que se sustenta.",190,260,246,300,304,Psychic,Flying,0,0
528,528,Swoobat,swoobat,"The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.",Fletiamo,fletiamo,"Es wird in manchen Regionen für seine Nasenform verehrt, die angeblich Glück bringen soll.",Rhinolove,rhinolove,"Certaines contrées le vénèrent et pensent que la forme de son nez est un symbole de chance et de bonheur.",Swoobat,swoobat,"Si dice che in alcune regioni venga venerato per via della forma del suo naso, ritenuta di buon auspicio.",Swoobat,swoobat,"En algunas regiones se venera a este Pokémon, ya que consideran la forma de su nariz como un símbolo de felicidad.",45,294,270,304,388,Psychic,Flying,0,0
529,529,Drilbur,drilbur,"It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.",Rotomurf,rotomurf,"Ein Pokémon, das sich bei Landwirten mäßiger Beliebtheit erfreut, da es beim Graben durchs Erdreich gelegentlich ihre Ernten ruiniert.",Rototaupe,rototaupe,"Les cultivateurs le détestent, car il abîme leurs légumes en creusant la terre avec ses griffes.",Drilbur,drilbur,"Non è ben visto dagli agricoltori per la sua abitudine di scavare cunicoli sottoterra con le unghie, rovinando gli ortaggi.",Drilbur,drilbur,"Su costumbre de horadar túneles bajo tierra le ha granjeado la antipatía de los agricultores, ya que puede echar a perder cosechas enteras.",120,275,245,290,296,Ground,,0,0
530,530,Excadrill,excadrill,"Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.",Stalobor,stalobor,"Es wird auch der „Bohrkönig“ genannt. Bei seinen Bohrmanövern im Erdreich erreicht es eine Spitzengeschwindigkeit von 150 km/h.",Minotaupe,minotaupe,"On l’appelle le « roi de la vrille ». Il creuse la terre à une vitesse pouvant atteindre 150 km/h.",Excadrill,excadrill,"Conosciuto anche come “re delle trivelle”, questo Pokémon è capace di scavare sottoterra a una velocità di 150 km/h.",Excadrill,excadrill,"Se lo conoce como el Rey del Taladro. Puede horadar túneles bajo tierra a una velocidad de 150 km/h.",60,345,285,390,336,Ground,Steel,0,0
531,531,Audino,audino,"This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.",Ohrdoch,ohrdoch,"Berührt dieses herzensgute Pokémon jemanden mit seinen Fühlern, kann es dessen körperliche Verfassung und Gemütszustand ertasten.",Nanméouïe,nanméouïe,"Ce Pokémon gentil est capable de deviner les émotions et l’état de santé des autres rien qu’en les touchant avec ses antennes.",Audino,audino,"Questo Pokémon dal cuore tenero è in grado di percepire le condizioni fisiche e mentali di chi tocca con le antenne.",Audino,audino,"Un Pokémon gentil que es capaz de comprender los sentimientos y averiguar el estado de salud de todo aquel que toque con sus antenas.",255,280,332,376,260,Normal,,0,0
532,532,Timburr,timburr,"Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.",Praktibalk,praktibalk,"Man sagt, seine Entwicklung stehe dann kurz bevor, wenn es einen Holzbalken heben kann, der dreimal so groß und schwer ist wie es selbst.",Charpenti,charpenti,"Lorsque Charpenti est capable de soulever une poutre faisant trois fois son poids, le jour de son évolution est proche.",Timburr,timburr,"Quando diventa capace di reggere travi di legno tre volte più grandi di lui, l’evoluzione è vicina.",Timburr,timburr,"Cuando logra transportar una viga de madera que triplica su altura y peso, es señal de que va a evolucionar.",180,265,250,320,230,Fighting,,0,0
533,533,Gurdurr,gurdurr,"Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.",Strepoli,strepoli,"Es ist gut im Tragen von Stahlträgern und im Abreißen von Häusern. Das Bauen dagegen liegt ihm nicht besonders.",Ouvrifier,ouvrifier,"Il manie la poutre métallique avec habileté. Il est doué pour démanteler une bâtisse, mais peu adroit lorsqu’il s’agit d’en construire une.",Gurdurr,gurdurr,"Manovra con abilità la sua trave d’acciaio. È particolarmente esperto nelle demolizioni, mentre costruire non è il suo forte.",Gurdurr,gurdurr,"Blande vigas de acero con gran destreza, pero la construcción no se le da muy bien, de hecho, su especialidad es la demolición.",90,305,295,340,240,Fighting,,0,0
534,534,Conkeldurr,conkeldurr,"When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.",Meistagrif,meistagrif,"Dreht es richtig auf, wirft es seine Betonpfeiler zur Seite und stürzt sich mit gezückter Faust auf den Gegner.",Bétochef,bétochef,"Quand il décide de passer aux choses sérieuses, il jette ses piliers de béton et saute sur son adversaire pour le frapper du poing.",Conkeldurr,conkeldurr,"Quando decide di fare sul serio, si sbarazza dei pilastri di cemento e si lancia sul nemico armato solo dei suoi pugni.",Conkeldurr,conkeldurr,"Cuando decide ponerse en serio, suelta sus pilares de hormigón y se abalanza sobre el rival con solo un puño como arma.",45,355,320,380,250,Fighting,,0,0
